0.010654555220146312,-0.05674698331186072,0.47700000000000004
0.02124020489173735,-0.03153663609675345,0.734
0.1449492643155788,-0.08468023357828525,0.625
0.1462635858874294,-0.04025257157159418,0.609
0.0646594243954324,-0.01800801845085728,0.681
-0.007428197492589269,-0.03288207870434984,0.603
0.06439944269689177,-0.05244848204568869,0.538
0.06884406300456176,0.025670777322330533,0.518
0.025288656670866837,0.017116104122985278,0.47100000000000003
-0.005370968667941826,0.011522064227473715,0.436
-0.054797344576090055,0.025638009625166287,0.485
-0.09785880801799325,0.038670131731908745,0.532
-0.046462179988859986,-0.04375746341654277,0.679
-0.050448361480514535,-0.05103797608512032,0.594
-0.12422807088315367,-0.06769030890321831,0.577
-0.11870569697134517,-0.030710491620837343,0.531
-0.12000456302621733,-0.03146883246353756,0.529
-0.09851605708806356,-0.04073016811166516,0.425
-0.10304658537273234,-0.04388577718518543,0.41500000000000004
-0.10524200456881783,-0.012717031627275097,0.405
-0.08722321107515281,-0.02206982390164921,0.371
-0.08395972868111647,-0.017267026464165194,0.387
-0.11967604190903257,0.004968068787145147,0.602
-0.11192905268543951,-0.04362639595567148,0.614
-0.10269483580559156,-0.11277752320777565,0.632
-0.17124563212555788,-0.11432916045816147,0.659
-0.07606627198164416,-0.10943502357282364,0.619
-0.13054752592874616,-0.15020343651351323,0.481
-0.13954970765005031,-0.08777511651283557,0.466
-0.049292821839271486,-0.0838359819145941,0.43
-0.05619488113116516,-0.03315314247843796,0.418
-0.008166291723449539,-0.0314875539807174,0.397
-0.0278327407770012,-0.04657499013765336,0.34800000000000003
-0.03257980131283006,-0.051015956833174274,0.332
-0.03972698145781146,0.0010514305243057433,0.319
